booking_id,booking_date,customer_age,num_travelers,duration_days,total_amount,target_repeat_booking,total_amount_capped,duration_capped,cost_per_traveler,total_amount_log1p,booking_dayofweek,booking_month,booking_is_weekend,days_since_booking,gender_Female,gender_Male,city_of_origin_Bangalore,city_of_origin_Chennai,city_of_origin_Delhi,city_of_origin_Hyderabad,city_of_origin_Mumbai,city_of_origin_Pune,destination_Agra,destination_Darjeeling,destination_Delhi,destination_Goa,destination_Jaipur,destination_Kerala,destination_Leh,destination_Manali,trip_type_Adventure,trip_type_Business,trip_type_Leisure,payment_mode_Card,payment_mode_NetBanking,payment_mode_UPI,payment_mode_Wallet,booking_channel_MobileApp,booking_channel_TravelAgent,booking_channel_Website,age_bucket_young,age_bucket_adult,age_bucket_mid,age_bucket_senior,customer_age_z,num_travelers_z,duration_days_z,total_amount_z,total_amount_capped_z,duration_capped_z,cost_per_traveler_z,total_amount_log1p_z,booking_dayofweek_z,booking_month_z,booking_is_weekend_z,days_since_booking_z,gender_Female_z,gender_Male_z,city_of_origin_Bangalore_z,city_of_origin_Chennai_z,city_of_origin_Delhi_z,city_of_origin_Hyderabad_z,city_of_origin_Mumbai_z,city_of_origin_Pune_z,destination_Agra_z,destination_Darjeeling_z,destination_Delhi_z,destination_Goa_z,destination_Jaipur_z,destination_Kerala_z,destination_Leh_z,destination_Manali_z,trip_type_Adventure_z,trip_type_Business_z,trip_type_Leisure_z,payment_mode_Card_z,payment_mode_NetBanking_z,payment_mode_UPI_z,payment_mode_Wallet_z,booking_channel_MobileApp_z,booking_channel_TravelAgent_z,booking_channel_Website_z,age_bucket_young_z,age_bucket_adult_z,age_bucket_mid_z,age_bucket_senior_z
BKG1084,2024-07-14,45.0,4,12,25863.0,0,25863.0,12,6465.75,10.160607319405269,6,7,1,430,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.04892421498436765,0.655086633773694,0.8049223899129173,-0.04652265095947336,0.010285065842213923,1.046877756760857,-0.5585855956225321,0.20020960475689767,1.4418356098331337,0.1648785927242263,1.518761258917742,0.43416902965420234,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1085,2024-01-17,31.0,4,9,18656.0,0,18656.0,9,4664.0,9.833976689772,2,1,0,609,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.9076945137602498,0.655086633773694,0.16778065647261323,-0.4402000541570491,-0.7349443712060417,0.25057114664864344,-0.7547918404800851,-0.4890941527467997,-0.5917830218073935,-1.6080095010846591,-0.6571144701907708,1.284084343609826,1.0481596517049228,-1.0481596517049228,2.207393991858752,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,2.9322608762103424,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,2.45564024524858,-0.7362903345760581,-0.7395212240814141
BKG1086,2024-08-06,40.0,1,7,42188.0,0,42188.0,7,42188.0,10.649914802538357,1,8,0,407,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,-0.29272533099585285,-1.440073175737054,-0.25698049915425614,0.8452192121181489,1.698348137829556,-0.28029992675949894,3.3314815781600258,1.2328178665019855,-1.1001876797175252,0.4603599416923739,-0.6571144701907708,0.32496203400627305,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,2.4759990768518936,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,1.6941714949389173,-1.2599572325992954,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1087,2025-09-15,57.0,5,2,22128.0,1,22128.0,2,4425.6,10.004644244495866,0,9,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.8688831253368969,1.3534732369439433,-1.3188833882214297,-0.25054444934201053,-0.3759272204593311,-1.607477610279855,-0.7807530275338054,-0.12892650133206976,-1.608592337627657,0.7558412906605214,-0.6571144701907708,-1.5980307154463949,-0.9521450271212656,0.9521450271212656,2.207393991858752,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1088,2024-11-03,38.0,4,13,25847.0,0,25847.0,13,6461.75,10.159988507504334,6,11,1,318,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.4293851493879411,0.655086633773694,1.017302967726352,-0.04739663992175464,0.008630608926330465,1.3123132934649282,-0.5590211860093394,0.19890369731955315,1.4418356098331337,1.3468039885968166,1.518761258917742,-0.09762155784875767,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,2.5617583923168987,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,2.4759990768518936,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,2.6074652442554247,-0.5890784982402165,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1089,2024-09-23,33.0,4,2,24153.0,0,24153.0,2,6038.25,10.09220527683532,0,9,0,359,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.7710346953681616,0.655086633773694,-1.3188833882214297,-0.13993022130328556,-0.16653501704283077,-1.607477610279855,-0.6051393182125717,0.05585760379075595,-1.608592337627657,0.7558412906605214,-0.6571144701907708,0.09705178221929019,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,2.3414780546739022,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,2.4759990768518936,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,2.6074652442554247,-0.5890784982402165,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,2.45564024524858,-0.7362903345760581,-0.7395212240814141
BKG1090,2025-03-22,62.0,5,8,30237.0,0,30237.0,8,6047.4,10.316854690540145,5,3,1,179,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1.2105326713171174,1.3534732369439433,-0.04459992134082147,0.19240408160417258,0.4625722252218546,-0.014864390055427763,-0.6041429052027498,0.5299456743480108,0.9334309519230019,-1.017046803148364,1.518761258917742,-0.7576116619818956,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,2.37809447527497,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1091,2023-12-24,35.0,4,9,27714.0,1,27714.0,9,6928.5,10.229729061853904,6,12,1,633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.6343748769760734,0.655086633773694,0.16778065647261323,0.05458694711444265,0.20168505029848163,0.25057114664864344,-0.5081932327487523,0.3460804217361325,1.4418356098331337,1.6422853375649642,1.518761258917742,1.3980394695033174,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,2.37809447527497,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,3.0307875988573927,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,2.45564024524858,-0.7362903345760581,-0.7395212240814141
BKG1092,2025-05-15,64.0,4,6,27579.0,0,27579.0,6,6894.75,10.224846151347293,3,5,0,125,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1.3471924897092056,0.655086633773694,-0.46936107696769086,0.04721266524519431,0.18772557007071494,-0.5457354634635702,-0.5118685266374396,0.33577578936426905,-0.08337836389726169,-0.42608410521206885,-0.6571144701907708,-1.0140106952422512,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,2.7850288983980542,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1093,2024-11-17,41.0,4,13,14804.0,0,14804.0,13,3701.0,9.60272024053569,6,11,1,304,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-0.22439542179980876,0.655086633773694,1.017302967726352,-0.6506128968262681,-1.1332548737049846,1.3123132934649282,-0.8596602261039639,-0.9771253566315256,1.4418356098331337,1.3468039885968166,1.518761258917742,-0.16409538128662768,1.0481596517049228,-1.0481596517049228,2.207393991858752,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,2.4759990768518936,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,1.712055448362499,-0.6137227773049654,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1094,2025-01-22,43.0,2,12,8114.0,1,8114.0,12,4057.0,9.00146947994869,2,1,0,238,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,-0.08773560340772056,-0.7416865725668047,0.8049223899129173,-1.01604953168013,-1.825024671658756,1.046877756760857,-0.8208926816781063,-2.245972705515798,-0.5917830218073935,-1.6080095010846591,-0.6571144701907708,-0.4774719774937291,1.0481596517049228,-1.0481596517049228,2.207393991858752,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,2.7850288983980542,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,1.6941714949389173,-1.2599572325992954,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1095,2024-01-18,42.0,5,6,36421.0,0,36421.0,6,7284.2,10.502928266655765,3,1,0,608,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.15606551260376467,1.3534732369439433,-0.46936107696769086,0.5302008155258887,1.1020198232108116,-0.5457354634635702,-0.4694583576019053,0.922625366796494,-0.08337836389726169,-1.6080095010846591,-0.6571144701907708,1.2793362133642638,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,2.239207045534442,-0.5429052532345191,-0.358344576091849,2.757797722071376,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1096,2024-12-20,62.0,4,5,19545.0,0,19545.0,5,4886.25,9.880525940898782,4,12,0,271,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1.2105326713171174,0.655086633773694,-0.6817416547811256,-0.39163904244029524,-0.643018608817267,-0.8111710001676413,-0.7305893496130995,-0.3908591104707585,0.4250262940128701,1.6422853375649642,-0.6571144701907708,-0.3207836793901784,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,2.3414780546739022,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,2.4759990768518936,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,1.712055448362499,-0.6137227773049654,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1097,2024-07-30,58.0,5,7,24509.0,1,24509.0,7,4901.8,10.106836476522158,1,7,0,414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.937213034532941,1.3534732369439433,-0.25698049915425614,-0.120483966892527,-0.1297233506644238,-0.28029992675949894,-0.7288959919843858,0.08673450266655151,-1.1001876797175252,0.1648785927242263,-0.6571144701907708,0.35819894572520805,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,2.5617583923168987,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,3.0307875988573927,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,1.712055448362499,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1098,2023-10-27,46.0,3,7,28267.0,1,28267.0,7,9422.333333333334,10.249485701810745,4,10,0,691,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.11725412418041176,-0.043299969396555345,-0.25698049915425614,0.08479419062328951,0.25886721745370367,-0.28029992675949894,-0.23662077617379584,0.38777377478507363,0.4250262940128701,1.051322639628669,-0.6571144701907708,1.6734310237459216,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,2.37809447527497,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,2.7850288983980542,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,1.712055448362499,-0.6137227773049654,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1099,2024-05-09,32.0,3,4,41290.0,0,41290.0,4,13763.333333333334,10.628399837526072,3,5,0,496,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.8393646045642057,-0.043299969396555345,-0.8941222325945603,0.7961665816101119,1.6054917434255969,-1.0766065368717126,0.23610369110892246,1.1874138385877029,-0.08337836389726169,-0.42608410521206885,-0.6571144701907708,0.7475456258613038,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,2.239207045534442,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,2.4759990768518936,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,1.6941714949389173,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,2.45564024524858,-0.7362903345760581,-0.7395212240814141
BKG1100,2024-04-06,62.0,4,10,26613.0,0,26613.0,10,6653.25,10.189192672103687,5,4,1,529,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.2105326713171174,0.655086633773694,0.3801612342860479,-0.005554418352538189,0.08783773377425108,0.5160066833527146,-0.5381672962409357,0.26053459952762925,0.9334309519230019,-0.7215654541802164,1.518761258917742,0.9042339239648545,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,2.239207045534442,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,2.4759990768518936,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1101,2024-11-08,18.0,5,13,21052.0,0,21052.0,13,4210.4,9.954798346770556,4,11,0,313,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.795983333308823,1.3534732369439433,1.017302967726352,-0.30932020705542684,-0.48718944805249376,1.3123132934649282,-0.804187790344043,-0.23411860972918677,0.4250262940128701,1.3468039885968166,-0.6571144701907708,-0.12136220907656838,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,2.4759990768518936,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,1.685366885417397,-0.5829250454210118,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,2.359616382737713,-0.40641132264020785,-0.7362903345760581,-0.7395212240814141
BKG1102,2024-05-10,42.0,5,12,19764.0,1,19764.0,12,3952.8,9.891667975730785,4,5,0,495,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.15606551260376467,1.3534732369439433,0.8049223899129173,-0.3796763185190702,-0.6203732297811122,1.046877756760857,-0.8322398112544387,-0.3673455579158122,0.4250262940128701,-0.42608410521206885,-0.6571144701907708,0.7427974956157416,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,2.37809447527497,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,1.712055448362499,-0.6137227773049654,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1103,2025-05-08,24.0,5,8,24626.0,0,24626.0,8,4925.2,10.111598681016375,3,5,0,132,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,-1.3860038781325585,1.3534732369439433,-0.04459992134082147,-0.11409292260584511,-0.11762513446702602,-0.014864390055427763,-0.7263477882215627,0.09678440354556615,-0.08337836389726169,-0.42608410521206885,-0.6571144701907708,-0.9807737835233162,-0.9521450271212656,0.9521450271212656,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,3.0307875988573927,2.6074652442554247,-0.5890784982402165,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,2.359616382737713,-0.40641132264020785,-0.7362903345760581,-0.7395212240814141
BKG1104,2025-03-17,45.0,2,2,25863.0,1,25863.0,2,12931.5,10.160607319405269,0,3,0,184,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.04892421498436765,-0.7416865725668047,-1.3188833882214297,-0.04652265095947336,0.010285065842213923,-1.607477610279855,0.14551904025243592,0.20020960475689767,-1.608592337627657,-1.017046803148364,-0.6571144701907708,-0.7338710107540848,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,1.8382581381449508,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,2.4759990768518936,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1105,2025-01-04,41.0,3,14,25288.0,0,25288.0,14,8429.333333333334,10.138124797561552,5,1,1,256,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.22439542179980876,-0.043299969396555345,1.2296835455397868,-0.077931629291457,-0.049171979572347896,1.5777488301689993,-0.34475608969873,0.15276369681362612,0.9334309519230019,-1.6080095010846591,1.518761258917742,-0.3920056330736105,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,2.239207045534442,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,2.4759990768518936,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,1.1408501963478432,-0.3512097871739077,-0.9146358966984685,-0.42295010633977875,-0.40641132264020785,1.3554435704695615,-0.7395212240814141
BKG1106,2025-07-17,18.0,5,8,24479.0,0,24479.0,8,4895.8,10.105611736626262,3,7,0,62,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,-1.795983333308823,1.3534732369439433,-0.04459992134082147,-0.1221226961968044,-0.13282545738170531,-0.014864390055427763,-0.7295493775645969,0.08414987729582675,-0.08337836389726169,0.1648785927242263,-0.6571144701907708,-1.3131429007126663,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,-0.42622650167822806,2.239207045534442,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,1.6941714949389173,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,-0.6137227773049654,1.9260184759787016,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,2.359616382737713,-0.40641132264020785,-0.7362903345760581,-0.7395212240814141
BKG1107,2024-08-30,61.0,5,6,41415.0,1,41415.0,6,8283.0,10.631422558581736,4,8,0,383,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.1422027621210733,1.3534732369439433,-0.46936107696769086,0.8029946203779343,1.6184171880809364,-0.5457354634635702,-0.3606914380161004,1.1937928269388398,0.4250262940128701,0.4603599416923739,-0.6571144701907708,0.2110069081127816,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,-0.38957616104358367,-0.41966373093087705,2.3414780546739022,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,2.39692370409307,-0.4030696171619362,-0.4030696171619362,-0.4030696171619362,-0.3403517088458433,-0.3292873444434861,-0.38274719181731004,-0.5890784982402165,0.7920903774972768,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,-0.42295010633977875,-0.40641132264020785,-0.7362903345760581,1.3495217817982867
BKG1108,2023-12-26,25.0,2,6,24163.0,1,24163.0,6,12081.5,10.092619201258632,1,12,0,631,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-1.3176739689365145,-0.7416865725668047,-0.46936107696769086,-0.13938397820185974,-0.16550098147040362,-0.5457354634635702,0.052956083055865875,0.05673112768724823,-1.1001876797175252,1.6422853375649642,-0.6571144701907708,1.388543209012193,1.0481596517049228,-1.0481596517049228,-0.4521168417060095,2.5617583923168987,-0.41966373093087705,-0.42622650167822806,-0.44569348867951725,-0.5429052532345191,-0.358344576091849,-0.36188295900484124,-0.4163670284105333,-0.4030696171619362,-0.4030696171619362,2.4759990768518936,-0.3403517088458433,-0.3292873444434861,2.6074652442554247,-0.5890784982402165,-1.2599572325992954,-0.5921559327142206,-0.5829250454210118,1.6261413734430834,-0.5181674072430009,-0.8747861929593002,-0.3512097871739077,1.0911445785174712,2.359616382737713,-0.40641132264020785,-0.7362903345760581,-0.7395212240814141
